9/266/672|pv2b / Théophile / Saxo|https://i.imgur.com/0lfBlLY.gif|TC
9/269/648|pv2b / Théophile|https://i.imgur.com/n6Zns1f.gif|
9/296/621|pv2b / Théophile|https://i.imgur.com/6g8CICP.gif|TA
11/218/525|pv2b|https://i.imgur.com/rt3QwyH.gif|
24/222/504|Théophile|https://i.imgur.com/AUSRPAf.gif|
29/85/322|isaac.wass|https://i.imgur.com/SjaOXyq.gif|
31/97/300|yut23|https://i.imgur.com/muSopaQ.gif|
41/75/154|Werxzy|https://i.imgur.com/2xUK8sS.gif|
51/86/140|Théophile|https://i.imgur.com/UTfLgkn.gif|AT,AC
55/48/247|isaac.wass|https://i.imgur.com/15Cc4e6.mp4|
99/40/325|nartnugget|https://i.imgur.com/maxI0vb.gif|CT,CA
124/41/324|nartnugget|https://i.imgur.com/cIgXEVm.gif|
124/43/228|isaac.wass|https://i.imgur.com/m8z9g36.mp4|
