3/104/380|Luraman|https://i.imgur.com/id9JGPj.mp4|TC
3/144/360|Zach / yiwang8671|https://i.imgur.com/i78IS7s.mp4|
3/216/315|Luraman|https://i.imgur.com/HVverWW.mp4|TA
6/178/345|yut23|https://i.imgur.com/wvQwCh7.gif|
25/81/840|JohnDiGriz|https://raw.githubusercontent.com/JohnDiGriz/my-kaizen-gifs/refs/heads/master/Capsule%20Machine/25%2C%2081%2C%20840/Kaizen%20-%20A%20Factory%20Story%20-%20Capsule%20Machine%20(25%2C%20%C2%A581M%2C%20840).gif|
34/126/208|Théophile||
39/75/195|psyblade42 / XP|https://i.imgur.com/BQsb1CA.gif|AT
41/64/195|XP||
46/59/195|XP||
47/29/400|XP / lattie|https://i.imgur.com/QluhGwF.gif|CT,CA
54/56/195|psyblade42 / XP|https://i.imgur.com/zTzjcm4.gif|AC
