5/31/49|wl|https://i.imgur.com/G1aJhc0.gif|TC
5/35/42|XeniVari||TA
10/25/36|JohnDiGriz|https://raw.githubusercontent.com/JohnDiGriz/my-kaizen-gifs/refs/heads/master/Pocket%20Calculator/10%2C%2025%2C%2036/Kaizen%20-%20A%20Factory%20Story%20-%20Pocket%20Calculator%20(10%2C%20%C2%A525M%2C%2036).gif|
15/15/49|Théophile||CT,CA
17/20/48|Théophile||
18/27/32|Nighthawk||
19/25/35|kaliuresis||
19/27/28|Nighthawk|https://i.imgur.com/GvfSJB9.mp4|AT
21/26/28|wl||
23/21/32|wl||
26/22/28|wl|https://i.imgur.com/hx7PZHu.gif|AC
